year,geo_name,geo,income_below_poverty,pop_poverty_status,income_below_poverty,income_below_poverty_moe,pop_poverty_status,pop_poverty_status_moe
2015,Tioga County,05000US36107,4801,49761,4801,659,49761,122
2016,Frederick County,05000US51069,4800,81043,4800,734,81043,330
2016,Morgan County,05000US29141,4798,19790,4798,545,19790,163
2015,Madison County,05000US13195,4798,27983,4798,794,27983,135
2015,Dallas County,05000US19049,4796,74338,4796,881,74338,125
2016,Wilson County,05000US48493,4795,45531,4795,767,45531,236
2013,Iosco County,05000US26069,4795,25257,4795,507,25257,160
2014,Hampshire County,05000US54027,4793,23082,4793,708,23082,181
2016,Scotts Bluff County,05000US31157,4791,35615,4791,615,35615,214
2014,Franklin County,05000US50011,4790,47701,4790,636,47701,172
2016,Carroll County,05000US05015,4789,27397,4789,788,27397,79
2013,Washington County,05000US48477,4788,32156,4788,898,32156,281
2015,Howard County,05000US48227,4787,30619,4787,632,30619,647
2016,Alamosa County,05000US08003,4786,15262,4786,569,15262,254
2016,Ozaukee County,05000US55089,4786,86491,4786,616,86491,512
2016,Knott County,05000US21119,4784,15153,4784,561,15153,190
2015,Wilson County,05000US48493,4783,44648,4783,725,44648,254
2014,Cass County,05000US27021,4781,28073,4781,360,28073,90
2015,Eagle County,05000US08037,4780,52144,4780,1226,52144,249
2015,Box Elder County,05000US49003,4779,50532,4779,738,50532,148
2016,Logan County,05000US21141,4778,26378,4778,813,26378,161
2013,Edgefield County,05000US45037,4773,23997,4773,636,23997,306
2014,"Hocking County, OH",05000US39073,4773,28365,4773,668,28365,185
2015,Jones County,05000US13169,4770,28455,4770,914,28455,143
2016,Miller County,05000US29131,4763,24671,4763,849,24671,171
2013,Russell County,05000US21207,4763,17416,4763,624,17416,104
2016,Clark County,05000US05019,4762,19833,4762,567,19833,343
2016,Preston County,05000US54077,4761,31082,4761,602,31082,433
2014,Grainger County,05000US47057,4759,22443,4759,724,22443,183
2015,Morgan County,05000US29141,4757,19844,4757,765,19844,139
2015,Vernon County,05000US55123,4757,29783,4757,450,29783,128
2014,Mason County,05000US54053,4757,26440,4757,690,26440,373
2013,Douglas County,05000US32005,4757,46630,4757,733,46630,138
2013,Carroll County,05000US33003,4756,47177,4756,643,47177,132
2015,Champaign County,05000US39021,4756,38436,4756,716,38436,216
2016,Roosevelt County,05000US35041,4755,18386,4755,762,18386,205
2016,Richland Parish,05000US22083,4751,19803,4751,675,19803,169
2014,Marshall County,05000US47117,4749,30621,4749,873,30621,163
2014,Berrien County,05000US13019,4747,18774,4747,696,18774,133
2015,Jackson County,05000US54035,4743,28950,4743,838,28950,127
2014,Delta County,05000US08029,4738,29171,4738,718,29171,224
2015,Hickman County,05000US47081,4738,22629,4738,796,22629,195
2013,Pierce County,05000US55093,4738,38209,4738,542,38209,347
2014,Goodhue County,05000US27049,4738,45391,4738,524,45391,207
2015,Newton County,05000US28101,4737,21004,4737,655,21004,149
2014,Conway County,05000US05029,4737,20899,4737,590,20899,97
2014,Tioga County,05000US36107,4736,49930,4736,676,49930,184
2014,Clark County,05000US05019,4735,19999,4735,559,19999,430
2015,Bennington County,05000US50003,4735,35072,4735,574,35072,236
2015,Iroquois County,05000US17075,4735,28529,4735,503,28529,138
2016,Marion County,05000US29127,4734,27404,4734,669,27404,253
2015,Meriwether County,05000US13199,4733,20861,4733,705,20861,160
2015,Grenada County,05000US28043,4733,21218,4733,899,21218,155
2016,Kandiyohi County,05000US27067,4732,41813,4732,483,41813,161
2014,Marshall County,05000US19127,4730,39712,4730,750,39712,227
2016,Columbia County,05000US55021,4729,55114,4729,560,55114,210
2013,Kenai Peninsula Borough,05000US02122,4728,54858,4728,509,54858,214
2016,LaGrange County,05000US18087,4728,37975,4728,859,37975,115
2015,Carlton County,05000US27017,4727,34410,4727,440,34410,201
2013,McDuffie County,05000US13189,4724,21296,4724,675,21296,160
2014,Howard County,05000US48227,4724,30052,4724,595,30052,610
2015,Washington County,05000US12133,4723,21953,4723,586,21953,286
2016,Giles County,05000US47055,4721,28206,4721,638,28206,177
2015,Hampshire County,05000US54027,4721,22848,4721,795,22848,209
2016,Martin County,05000US37117,4721,23335,4721,635,23335,82
2014,Vernon County,05000US55123,4721,29658,4721,457,29658,92
2014,Holmes County,05000US12059,4717,17735,4717,792,17735,341
2016,Carroll County,05000US33003,4716,46837,4716,693,46837,176
2015,Delta County,05000US08029,4716,29015,4716,660,29015,239
2015,Clark County,05000US05019,4716,19890,4716,567,19890,387
2015,Christian County,05000US17021,4714,32268,4714,600,32268,379
2013,Polk County,05000US05113,4711,20393,4711,646,20393,40
2016,Russell County,05000US51167,4710,27668,4710,795,27668,106
2015,Conway County,05000US05029,4709,20861,4709,490,20861,93
2015,Stephens County,05000US13257,4707,24905,4707,884,24905,114
2014,Shawano County,05000US55115,4706,40698,4706,436,40698,214
2016,Cheboygan County,05000US26031,4704,25231,4704,406,25231,95
2013,Shawano County,05000US55115,4704,40847,4704,493,40847,235
2016,Madison County,05000US12079,4703,16519,4703,612,16519,265
2014,Carlton County,05000US27017,4703,34398,4703,491,34398,190
2015,Grimes County,05000US48185,4701,23719,4701,752,23719,210
2014,Union County,05000US41061,4700,24993,4700,509,24993,202
2013,Rockwall County,05000US48397,4700,80132,4700,831,80132,217
2013,Jones County,05000US13169,4699,28334,4699,898,28334,126
2013,Tioga County,05000US36107,4699,50273,4699,573,50273,145
2014,Macon County,05000US47111,4697,22144,4697,672,22144,217
2014,Russell County,05000US21207,4697,17396,4697,620,17396,158
2016,Bennington County,05000US50003,4692,35066,4692,634,35066,204
2015,Warren County,05000US37185,4692,19435,4692,651,19435,193
2013,Pulaski County,05000US51155,4691,33768,4691,565,33768,222
2016,Fulton County,05000US39051,4688,41932,4688,606,41932,204
2014,Hart County,05000US21099,4687,18122,4687,640,18122,154
2016,Morgan County,05000US17137,4684,31329,4684,565,31329,364
2013,Polk County,05000US55095,4682,43275,4682,426,43275,104
2015,Carter County,05000US21043,4682,26536,4682,637,26536,185
2013,Morgan County,05000US17137,4681,32479,4681,634,32479,324
2015,Somerset County,05000US24039,4681,18969,4681,629,18969,1866
2016,Washington County,05000US29221,4678,23613,4678,726,23613,215
2013,Macon County,05000US47111,4677,22079,4677,759,22079,176
2013,Morrow County,05000US39117,4677,34312,4677,811,34312,200
2013,Grenada County,05000US28043,4677,21378,4677,680,21378,122
2016,Wythe County,05000US51197,4677,28854,4677,646,28854,135
2013,Morgan County,05000US29141,4676,20025,4676,626,20025,136
2013,Union County,05000US41061,4672,25124,4672,590,25124,165
2015,Greene County,05000US42059,4672,33508,4672,529,33508,452
2015,Overton County,05000US47133,4668,21757,4668,629,21757,127
2014,Milam County,05000US48331,4667,23946,4667,694,23946,125
2016,Lee County,05000US45061,4666,16557,4666,600,16557,204
2015,Lee County,05000US45061,4663,16860,4663,660,16860,183
2016,Warren County,05000US37185,4662,19283,4662,548,19283,181
2016,White County,05000US47185,4662,25729,4662,664,25729,290
2015,West Baton Rouge Parish,05000US22121,4662,23988,4662,667,23988,172
2014,Otero County,05000US08089,4661,18042,4661,567,18042,188
2015,Tate County,05000US28137,4656,26556,4656,703,26556,297
2015,Cass County,05000US27021,4656,28074,4656,378,28074,94
2016,"Hocking County, OH",05000US39073,4655,27997,4655,597,27997,139
2016,Marshall County,05000US47117,4655,30888,4655,746,30888,185
2016,Union County,05000US41061,4655,25012,4655,496,25012,188
2014,Marion County,05000US29127,4650,27362,4650,660,27362,218
2014,Morgan County,05000US17137,4650,32310,4650,635,32310,344
2014,Meade County,05000US21163,4648,28936,4648,762,28936,109
2015,Grainger County,05000US47057,4647,22547,4647,697,22547,74
2016,Greene County,05000US37079,4646,19094,4646,643,19094,221
2016,Howard County,05000US48227,4646,31104,4646,668,31104,432
2016,Washington County,05000US48477,4645,32336,4645,837,32336,904
2013,Caroline County,05000US24011,4645,32271,4645,471,32271,141
2013,Jennings County,05000US18079,4644,27888,4644,640,27888,131
2016,Roscommon County,05000US26143,4644,23599,4644,451,23599,116
2013,Limestone County,05000US48293,4643,21601,4643,557,21601,926
2014,Frederick County,05000US51069,4641,79161,4641,758,79161,369
2015,Union County,05000US41061,4641,24993,4641,562,24993,186
2013,Wabash County,05000US18169,4640,30720,4640,747,30720,316
2015,Nicholas County,05000US54067,4636,25676,4636,644,25676,125
2015,Macon County,05000US01087,4636,17886,4636,406,17886,280
2016,McDonald County,05000US29119,4636,22383,4636,529,22383,177
2014,Montezuma County,05000US08083,4636,25223,4636,615,25223,134
2014,Washington County,05000US48477,4635,32270,4635,761,32270,267
2016,Montgomery County,05000US18107,4635,36510,4635,836,36510,245
2015,Caswell County,05000US37033,4634,22160,4634,703,22160,281
2014,Fredericksburg city,05000US51630,4634,24096,4634,697,24096,432
2014,Geary County,05000US20061,4633,35609,4633,606,35609,162
2014,Iosco County,05000US26069,4631,25012,4631,455,25012,134
2014,Jefferson County,05000US18077,4630,30183,4630,731,30183,514
2015,Giles County,05000US47055,4627,28140,4627,602,28140,191
2016,San Jacinto County,05000US48407,4627,26920,4627,811,26920,116
2014,Harvey County,05000US20079,4626,33413,4626,791,33413,245
2015,Sabine Parish,05000US22085,4626,23694,4626,499,23694,147
2016,Carroll County,05000US51035,4625,29470,4625,552,29470,158
2016,Chickasaw County,05000US28017,4623,17024,4623,560,17024,267
2014,Grundy County,05000US17063,4622,49696,4622,729,49696,149
2016,Bethel Census Area,05000US02050,4619,17373,4619,304,17373,148
2013,Ohio County,05000US21183,4618,23459,4618,686,23459,213
2013,Milam County,05000US48331,4617,24063,4617,717,24063,83
2016,Alpena County,05000US26007,4615,28342,4615,474,28342,206
2015,Pierce County,05000US55093,4615,38144,4615,525,38144,247
2013,Bertie County,05000US37015,4612,19721,4612,652,19721,174
2016,Sabine Parish,05000US22085,4612,23697,4612,410,23697,158
2014,Scott County,05000US18143,4610,23425,4610,713,23425,114
2015,Randolph County,05000US54083,4610,27129,4610,584,27129,275
2014,Morrow County,05000US39117,4608,34380,4608,863,34380,212
2016,Russell County,05000US21207,4606,17408,4606,518,17408,113
2016,Torrance County,05000US35057,4604,14793,4604,743,14793,178
2013,Cass County,05000US27021,4603,28123,4603,374,28123,66
2014,Tate County,05000US28137,4603,26826,4603,781,26826,386
2016,Mason County,05000US26105,4601,28342,4601,535,28342,158
2016,Shelby County,05000US39149,4600,48224,4600,690,48224,297
2016,Marshall County,05000US54051,4600,31571,4600,688,31571,257
2014,Bradford County,05000US12007,4599,23833,4599,926,23833,375
2016,Transylvania County,05000US37175,4598,32030,4598,702,32030,235
2014,Ellis County,05000US20051,4597,27707,4597,626,27707,235
2015,Custer County,05000US40039,4595,27445,4595,782,27445,304
2015,Cheboygan County,05000US26031,4595,25286,4595,427,25286,124
2013,Saline County,05000US17165,4595,24061,4595,559,24061,197
2016,Shawano County,05000US55115,4594,40438,4594,422,40438,238
2015,Wright County,05000US29229,4594,18108,4594,625,18108,147
2013,Manassas city,05000US51683,4590,39207,4590,969,39207,58
2014,Jennings County,05000US18079,4588,27750,4588,805,27750,167
2013,Franklin County,05000US23007,4587,29474,4587,558,29474,198
2016,Elmore County,05000US16039,4587,25277,4587,778,25277,199
2015,Stoddard County,05000US29207,4583,29200,4583,540,29200,159
2015,Hancock County,05000US18059,4583,70610,4583,773,70610,187
2016,Sumter County,05000US01119,4582,12478,4582,592,12478,175
2016,Todd County,05000US46121,4582,9718,4582,370,9718,130
2015,Nez Perce County,05000US16069,4581,38632,4581,533,38632,290
2013,Mason County,05000US26105,4580,28277,4580,459,28277,129
2015,Morgan County,05000US17137,4580,31949,4580,581,31949,389
2014,Dearborn County,05000US18029,4578,49033,4578,743,49033,239
2016,Grainger County,05000US47057,4578,22619,4578,719,22619,125
2014,Newton County,05000US28101,4578,21011,4578,633,21011,175
2016,Knox County,05000US23013,4577,38517,4577,603,38517,169
2015,Fentress County,05000US47049,4577,17598,4577,596,17598,132
2013,Delta County,05000US08029,4576,29518,4576,486,29518,199
2016,Henry County,05000US29083,4575,21353,4575,657,21353,192
2016,Pickens County,05000US01107,4575,19122,4575,490,19122,199
2016,Attala County,05000US28007,4574,18760,4574,624,18760,104
2015,Preston County,05000US54077,4574,31227,4574,621,31227,1066
2016,Hardin County,05000US39065,4574,29273,4574,710,29273,298
2013,Otero County,05000US08089,4573,18173,4573,558,18173,202
2013,Greene County,05000US18055,4573,32613,4573,637,32613,115
2016,Pierce County,05000US55093,4572,38196,4572,509,38196,212
2016,Holmes County,05000US12059,4571,17593,4571,659,17593,269
2014,Warren County,05000US29219,4571,32534,4571,740,32534,133
2013,Ogemaw County,05000US26129,4570,21224,4570,460,21224,100
2016,Randolph County,05000US54083,4568,26982,4568,486,26982,282
2013,Cheboygan County,05000US26031,4568,25596,4568,469,25596,115
2014,Wabash County,05000US18169,4567,30562,4567,580,30562,303
2014,Pulaski County,05000US51155,4567,33565,4567,655,33565,212
2013,Fulton County,05000US17057,4566,34343,4566,600,34343,257
2013,Grainger County,05000US47057,4562,22331,4562,618,22331,205
2013,Fentress County,05000US47049,4562,17726,4562,611,17726,131
2015,Mineral County,05000US54057,4562,26978,4562,681,26978,186
2013,Carver County,05000US27019,4560,91904,4560,921,91904,125
2016,Wright County,05000US29229,4560,18052,4560,651,18052,140
2016,Bradford County,05000US12007,4559,23584,4559,724,23584,555
2013,Transylvania County,05000US37175,4557,31935,4557,714,31935,228
2016,Iroquois County,05000US17075,4556,28265,4556,490,28265,128
2014,Somerset County,05000US24039,4555,19195,4555,805,19195,1508
2015,Union County,05000US42119,4554,35565,4554,592,35565,607
2015,Dearborn County,05000US18029,4553,48816,4553,717,48816,236
2014,Houston County,05000US48225,4552,20222,4552,650,20222,271
2013,Jackson County,05000US21109,4550,13307,4550,652,13307,50
2015,Montezuma County,05000US08083,4550,25400,4550,594,25400,126
2016,Itawamba County,05000US28057,4544,22443,4544,640,22443,231
2014,Hot Spring County,05000US05059,4543,31356,4543,700,31356,515
2016,Randolph County,05000US01111,4542,22089,4542,673,22089,194
2014,Nez Perce County,05000US16069,4537,38708,4537,515,38708,195
2016,Dearborn County,05000US18029,4537,48733,4537,713,48733,199
2015,Ogemaw County,05000US26129,4537,20852,4537,443,20852,151
2013,"Hocking County, OH",05000US39073,4537,28507,4537,607,28507,201
2016,Jefferson County,05000US13163,4535,15687,4535,573,15687,108
2013,Somerset County,05000US24039,4535,19347,4535,674,19347,1393
2014,Carroll County,05000US33003,4533,47109,4533,643,47109,165
2016,Washington County,05000US12133,4532,22100,4532,671,22100,243
2015,Fulton County,05000US39051,4532,42038,4532,741,42038,161
2015,Grundy County,05000US17063,4531,49942,4531,653,49942,94
2014,Baker County,05000US12003,4530,24322,4530,961,24322,370
2014,Cheboygan County,05000US26031,4529,25426,4529,425,25426,149
2013,Claiborne Parish,05000US22027,4525,15230,4525,446,15230,239
2016,Rolette County,05000US38079,4523,14301,4523,495,14301,114
2013,Howard County,05000US48227,4523,29589,4523,661,29589,527
2015,Randolph County,05000US18135,4522,25091,4522,603,25091,127
2016,Baker County,05000US12003,4522,24423,4522,974,24423,318
2014,Ogemaw County,05000US26129,4521,21032,4521,399,21032,143
2016,Madison County,05000US13195,4520,28081,4520,653,28081,164
2016,Shenandoah County,05000US51171,4514,42402,4514,708,42402,99
2014,Wilcox County,05000US01131,4513,11120,4513,553,11120,132
2013,Aransas County,05000US48007,4513,23081,4513,832,23081,188
2015,Randolph County,05000US01111,4511,22130,4511,750,22130,168
2016,Bryan County,05000US13029,4509,33977,4509,947,33977,105
2016,Hopewell city,05000US51670,4509,21987,4509,742,21987,144
2015,Aransas County,05000US48007,4509,23759,4509,839,23759,206
2015,Hart County,05000US21099,4507,18127,4507,697,18127,94
2015,Warren County,05000US29219,4507,32693,4507,803,32693,136
2016,Carlton County,05000US27017,4507,34478,4507,491,34478,208
2016,Warren County,05000US29219,4506,33030,4506,900,33030,100
2014,Casey County,05000US21045,4506,15638,4506,663,15638,107
2015,Pulaski County,05000US51155,4506,33435,4506,582,33435,189
